C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 32,ferryt.1,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.12,2.57,0.445,0.6,0.0,0.23,1.08,0.0,3,0.0,99.0,4.4,0,53,0,0,FP,24.049897,8.646394,2.420594,0.0,21.230106,0.020604,48.48847,0,6,0,99,84,2,0,256,,2.2e-05,5.538803,0.004045,0.00138,3.551471,7.69052,2.318759,0.201787,91.70684
3.82,2.71,0.136,0.0,0.001,0.35,0.0,2.1,20,0.0,0.0,0.0,0,21,5,0,M,94.95399,11.979473,6.551778,0.0,0.000289,0.209935,105.67933,8,40,0,6,0,0,0,102,,62.46501,0.231359,79.390567,8.264726,2.90847,11.95972,49.499464,0.001012,93.73935
2.87,2.4,0.02,0.06,0.0,0.0,2.02,2.44,15,5.5,18.4,3.6,0,0,5,0,AN,0.004045,6.817424,6.083764,13.9098,0.000289,0.0,134.92016,53,12,0,5,16,98,0,100,,6.585419,2.2e-05,94.95399,0.375065,95.98867,0.0,0.000289,0.047013,116.57194
3.81,2.2,0.276,0.0,0.0,0.0,21.04,0.0,4,70.0,6.3,5.6,6,0,3,0,M,22.81246,12.044721,0.00044,0.0,1.880765,0.0,36.14238,0,98,2,0,21,2,0,104,,2.2e-05,4.762059,18.604786,0.709286,4.860868,100.0,5.643166,0.028343,111.68061
2.87,2.31,0.214,0.0,0.0,0.0,0.0,0.0,12,0.0,90.0,0.0,3,0,7,0,M,25.997221,0.00138,2.056817,20.32545,97.06653,0.099304,53.72056,7,29,6,7,21,1,0,100,,2.2e-05,3.722997,73.984856,5.620457,80.603647,8.89725,0.804718,0.096182,80.02297
3.57,2.28,0.321,0.0,0.0,0.0,21.04,1.26,5,22.8,24.8,0.0,0,0,7,0,M,3.23963,0.00138,0.00044,100.0,2.199429,0.055593,81.35871,0,0,0,0,11,98,0,210,,0.476734,3.176415,58.156935,0.00138,2.063139,94.73697,98.07675,0.145968,96.62638
2.82,2.65,1.39,0.0,0.003,0.03,21.04,2.44,17,0.0,0.0,0.0,0,0,6,0,M,8.772543,0.00138,5.726035,5.65526,0.000289,0.0,62.30974,10,25,7,2,19,98,0,100,,4.218295,2.2e-05,94.95399,0.088091,7.195872,19.02923,6.033301,0.0,123.666
3.34,2.21,0.728,0.03,0.0,0.0,3.37,0.0,3,0.0,99.0,0.0,5,5,39,0,FP,0.004045,5.471139,6.551876,0.0,0.368095,0.119266,104.144,9,0,0,5,96,98,0,100,,2.2e-05,1.2198,11.761986,9.042893,7.597077,24.49718,0.280874,0.0,80.02297
3.16,2.2,0.143,0.0,0.0,0.0,14.12,0.15,16,0.0,25.4,0.0,0,0,6,0,AF,94.95399,21.000255,0.378304,0.0,0.000289,0.0,96.9851,0,0,0,0,97,98,0,100,,2.2e-05,2.2e-05,14.218717,0.00138,4.690349,100.0,1.296969,0.0,153.7299
2.96,2.5,0.317,0.0,0.007,0.0,5.09,1.13,15,0.0,75.8,0.6,0,19,0,0,AN,94.95399,57.12141,5.681706,0.0,2.268902,0.0,87.92485,9,0,53,4,97,0,0,100,,7.857284,2.2e-05,16.350199,0.00138,0.00044,99.17469,98.07675,0.148053,132.14074
4.19,2.26,0.02,0.0,0.0,0.9,0.27,0.0,3,0.0,0.0,16.1,2,64,0,0,M,8.115376,0.00138,1.064948,100.0,2.979254,0.0,35.60635,0,71,10,99,0,39,0,104,,2.2e-05,1.748482,0.004045,0.00138,7.488225,100.0,98.07675,0.100343,130.59598
3.62,2.67,0.04,0.0,0.0,0.0,0.0,2.24,5,2.2,0.0,5.5,1,100,0,0,AN,42.079807,13.13702,0.00044,100.0,0.000289,0.055031,35.60635,7,6,0,1,13,2,0,100,,6.644618,2.2e-05,94.95399,7.163659,95.98867,2.51658,5.93762,0.161754,80.02297
2.9,2.34,0.02,0.0,0.0,0.08,12.72,0.0,15,25.1,6.7,3.1,5,0,6,0,AN,13.552458,10.935377,7.349432,0.0,5.851359,0.091836,105.15662,0,26,0,4,97,5,0,100,,2.2e-05,3.863269,5.981587,0.00138,0.00044,15.46325,2.421547,0.081651,126.76388
3.6,2.73,0.02,0.0,0.0,0.08,6.85,0.3,24,3.9,22.0,1.3,0,0,0,0,AN,47.76939,11.035469,5.740929,73.80513,0.000289,0.0,88.51737,4,1,0,0,67,0,0,100,,3.305988,2.2e-05,94.95399,8.122302,95.98867,0.0,2.285645,0.179431,129.27294
3.02,2.73,0.27,0.0,0.001,0.32,0.23,0.64,24,0.0,26.0,4.1,0,19,6,0,M,83.176217,0.00138,0.00044,17.11989,0.000289,0.084597,103.59493,0,0,9,3,69,98,0,100,,12.651893,2.2e-05,60.309443,0.00138,0.00044,0.0,1.753039,0.0,120.63038
3.11,2.2,0.396,0.03,0.002,0.07,1.3,0.0,3,0.0,19.6,0.0,4,0,100,0,M,52.443878,0.00138,95.98867,13.84803,2.789413,0.0,143.78668,11,0,0,7,18,98,0,100,,4.841658,0.651299,23.691835,9.689013,95.98867,0.0,5.409695,0.132168,83.89977
3.45,2.41,0.02,0.0,0.0,0.0,0.0,0.13,3,28.1,21.2,6.0,0,7,5,0,AN,12.723115,7.147426,5.45999,0.0,4.452825,0.0,97.75181,0,100,5,99,14,3,0,100,,2.2e-05,3.116316,2.762248,6.401027,0.00044,0.0,0.000289,0.916292,103.81513
3.14,2.54,0.179,0.14,0.004,0.0,2.73,0.0,6,0.0,7.1,0.0,18,100,0,0,AN,16.832876,0.00138,1.629068,100.0,0.876808,0.101245,110.94581,5,0,0,5,0,98,0,120,,39.302929,2.2e-05,11.941655,5.294284,0.00044,11.21851,20.001145,0.185121,133.16113
3.59,2.19,1.39,0.0,0.0,0.0,0.98,0.0,24,0.0,99.0,0.0,4,0,0,0,FP,21.150357,16.630543,0.00044,23.92788,0.000289,0.0,75.61533,0,0,1,0,11,0,0,100,,2.2e-05,2.2e-05,22.801854,0.00138,0.00044,0.0,3.847175,2.064377,153.7299
3.91,2.25,0.42,0.0,0.0,0.0,14.5,1.64,3,0.0,14.9,5.3,0,0,4,0,AN,13.349256,3.442144,7.107825,0.0,5.638864,0.144567,96.24946,0,100,0,8,20,0,0,100,,62.46501,5.752672,0.004045,9.775697,7.454583,100.0,5.150151,0.079356,80.02297
3.47,2.34,0.451,0.0,0.0,0.42,21.04,0.0,8,0.0,99.0,0.0,0,62,0,0,AF,11.867813,0.00138,6.221742,0.0,1.638948,0.211628,136.53912,0,12,0,30,70,2,0,100,,4.542132,0.769765,23.468735,5.741359,5.490671,0.0,0.000289,0.185976,135.84518
3.9,2.7,0.125,0.0,0.0,0.08,21.04,0.11,13,0.0,99.0,0.0,0,21,7,0,AF,69.338728,6.673129,4.609401,0.0,35.209023,0.088234,35.60635,0,92,25,99,97,1,0,106,,2.2e-05,2.588365,0.004045,0.00138,95.98867,100.0,5.330684,0.0,83.82238
2.85,2.4,0.02,0.0,0.002,0.34,1.38,1.77,13,0.0,14.7,0.0,6,7,3,0,M,0.004045,11.968873,5.801414,3.8016,0.000289,0.038,35.60635,0,10,5,0,67,6,0,109,,2.2e-05,2.2e-05,16.425952,13.58152,6.638225,0.0,67.87816,0.0,133.37859
4.03,2.35,0.376,0.11,0.0,0.0,0.5,0.0,3,2.7,23.6,0.0,0,0,2,0,M,0.004045,3.830323,6.379731,0.0,5.385416,0.0,112.46472,1,0,3,99,5,0,0,100,,2.2e-05,5.202382,85.440925,13.624351,6.232201,21.51513,4.528531,0.006802,80.02297
2.83,2.73,0.164,0.16,0.007,0.16,20.35,0.0,10,5.7,25.6,0.0,0,18,6,0,M,12.670902,0.00138,0.00044,77.82217,0.193594,0.177231,100.06646,65,0,0,0,0,98,0,100,,2.247413,20.934172,10.166037,6.706714,0.00044,0.0,0.000289,0.211107,87.8309
3.41,2.46,0.09,0.11,0.004,0.0,0.72,0.0,15,0.0,0.0,3.5,0,95,7,0,M,94.95399,0.00138,1.220279,11.45931,3.09837,0.0,99.48337,0,10,0,0,18,81,0,100,,2.2e-05,3.471672,15.352847,6.125488,0.00044,0.0,4.675498,0.12728,81.47089
3.07,2.73,0.179,0.0,0.0,0.15,0.0,0.0,4,3.2,13.8,0.0,0,0,6,0,M,82.107013,11.15113,4.596344,0.0,0.000289,0.029463,98.32457,7,0,0,0,0,0,0,128,,2.2e-05,15.253435,9.842949,5.781266,0.00044,0.0,0.000289,0.0,137.95371
3.0,2.2,0.182,0.0,0.0,0.13,0.0,0.0,5,0.0,16.7,0.0,1,17,5,0,M,24.99295,0.759465,0.00044,0.0,0.000289,0.017758,135.15966,7,0,6,0,11,98,0,100,,3.185234,2.2e-05,23.843579,3.782815,6.310969,0.0,0.000289,0.040533,80.02297
2.93,2.23,0.443,0.08,0.002,0.0,0.0,0.0,10,4.9,24.1,5.3,0,0,5,0,AN,15.074747,2.469649,1.553105,21.4658,2.735739,0.0,86.33712,11,21,0,6,12,2,0,110,,2.2e-05,4.118714,0.004045,0.00138,0.00044,0.0,5.519128,0.031043,121.70106
3.5,2.26,0.409,0.11,0.0,0.0,3.73,0.0,8,0.0,0.0,0.0,2,19,42,0,FP,0.004045,3.973358,6.813954,22.69341,4.482386,0.013552,99.40795,1,22,0,99,13,98,0,100,,2.2e-05,0.265436,22.211458,0.772755,5.166197,13.98289,2.448941,0.020192,83.4565
2.93,2.62,0.307,0.0,0.0,1.41,21.04,0.0,23,0.0,99.0,0.0,0,13,5,0,FP,25.895933,8.803736,5.23155,0.0,0.616803,0.120052,125.91514,0,24,0,1,16,6,0,100,,3.611054,2.2e-05,5.200518,1.551326,95.98867,23.07877,5.303376,0.055381,83.63574
3.59,2.25,1.39,0.0,0.0,0.0,2.21,0.05,15,0.0,0.0,0.0,45,0,7,0,AN,94.95399,0.00138,1.572449,100.0,2.744076,0.0,112.66769,12,68,9,4,13,0,0,100,,6.826013,2.2e-05,0.417241,5.376986,3.18679,0.0,4.810848,0.167829,101.98378
3.04,2.45,0.074,0.02,0.003,0.0,5.17,0.0,24,0.0,50.0,0.0,0,19,5,0,AN,94.95399,0.00138,5.073113,0.0,0.000289,0.14193,99.83204,0,28,0,8,0,0,0,100,,6.210125,2.228189,0.004045,2.345129,1.58443,21.54344,0.449682,0.164714,92.176
2.84,2.25,0.162,0.0,0.003,0.0,0.0,0.94,3,6.3,74.3,0.0,96,0,7,0,M,23.850273,0.00138,1.183577,0.0,0.000289,0.060941,132.32995,9,0,53,0,69,6,0,100,,52.152705,2.2e-05,13.368248,6.257532,0.00044,0.0,0.000289,0.115907,117.31988
3.02,2.51,0.217,0.0,0.0,0.29,0.0,0.84,18,0.0,32.0,0.0,0,0,0,0,AN,0.004045,0.00138,7.442676,18.87548,1.850676,0.096283,108.10849,0,16,4,0,0,4,0,178,,62.46501,2.2e-05,18.378858,0.00138,0.00044,72.71818,5.970648,0.030899,138.9021
2.9,2.26,0.085,0.04,0.0,0.0,13.12,0.0,9,3.4,1.9,15.7,4,16,7,0,AN,94.95399,11.424361,0.00044,20.86967,2.877307,0.0,111.54309,0,29,0,99,13,4,0,100,,2.2e-05,1.19918,0.114976,0.00138,0.00044,0.82078,5.672844,0.140218,102.211
4.15,2.21,0.274,0.0,0.0,2.49,3.69,0.04,11,1.4,99.0,3.3,3,0,6,0,AN,94.95399,6.524102,5.73314,2.00084,0.000289,0.0,88.74223,10,4,12,6,11,53,0,100,,56.448509,2.2e-05,0.004045,0.00138,95.98867,4.03126,5.872003,0.117011,96.25324
2.91,2.73,0.334,0.02,0.0,0.13,0.0,2.4,14,0.0,16.2,0.0,2,100,0,0,AN,11.251929,57.12141,6.318451,0.0,0.000289,0.07988,108.28494,0,4,0,99,0,0,0,100,,2.2e-05,6.694278,0.004045,0.00138,0.00044,0.0,96.248161,0.174105,118.3037
4.05,2.73,0.146,0.0,0.0,0.37,0.0,0.01,8,0.0,27.7,0.0,0,0,3,0,FP,0.004045,6.570575,2.911892,0.0,4.107731,0.0,126.69643,0,20,0,0,18,1,0,107,,2.2e-05,2.694277,54.345895,1.884216,5.737972,13.01867,4.604216,0.0,93.15478
3.25,2.69,0.231,0.02,0.0,1.45,0.89,0.0,7,5.9,0.0,0.0,0,100,0,0,AN,0.004045,0.00138,5.604072,6.65086,0.000289,0.180651,68.04695,0,22,0,99,61,0,0,100,,16.476129,6.267679,94.529593,2.331248,4.504708,0.0,34.304949,0.141952,80.02297
3.0,2.71,0.042,0.0,0.0,1.37,0.0,0.08,17,5.4,9.5,0.0,0,14,0,0,AN,3.258618,12.113099,6.317037,0.0,0.000289,0.0,131.57748,175,73,7,99,55,98,0,101,,9.553778,5.259171,0.004045,6.310202,0.00044,20.47565,0.000289,0.184936,84.57642
2.97,2.37,0.192,0.09,0.004,0.27,0.0,0.0,3,0.0,21.0,27.8,6,1,0,0,AN,0.004045,13.077042,0.00044,100.0,0.000289,0.222202,57.98411,0,0,3,0,76,98,0,154,,12.116911,5.13072,22.53749,13.041975,0.00044,0.0,0.000289,0.196362,116.68007
3.29,2.67,0.378,0.11,0.0,0.0,1.34,0.0,24,0.0,99.0,0.0,0,0,0,0,AN,15.01832,1.581568,0.061101,0.0,0.518297,0.0,133.4975,0,18,0,93,0,98,0,107,,2.2e-05,5.133545,0.004045,0.00138,0.00044,100.0,5.622917,0.143936,92.21408
2.87,2.68,0.432,0.15,0.005,0.0,5.02,0.27,6,0.8,16.5,0.0,0,84,3,0,AN,77.267541,10.590923,0.00044,0.0,0.000289,0.025132,35.60635,0,0,0,65,0,2,0,100,,2.2e-05,4.774323,7.590773,8.607623,0.00044,0.0,0.000289,0.0,126.75779
4.24,2.08,0.08,0.0,0.0,0.43,21.04,0.21,9,0.0,10.4,24.1,0,72,0,0,M,0.004045,6.659587,3.699701,4.10787,0.000289,0.116532,109.104,11,0,4,0,0,3,0,103,,2.283004,2.2e-05,16.039974,4.879017,95.98867,100.0,1.826718,0.0,99.10672
3.25,2.73,0.421,0.0,0.001,0.39,0.0,0.0,22,2.3,24.9,9.4,0,0,1,0,AN,94.95399,9.715797,0.00044,17.95006,0.000289,0.148443,66.18409,9,0,9,99,77,0,0,100,,2.101048,2.365852,0.004045,0.00138,0.00044,0.0,1.158693,0.178603,98.88923
3.24,2.73,0.036,0.01,0.0,0.13,0.0,0.92,13,1.3,0.0,22.5,0,0,7,0,AN,94.95399,9.90976,5.962163,0.0,3.723985,0.168796,63.29033,6,7,9,93,8,3,0,100,,5.859036,2.2e-05,0.004045,12.798428,0.00044,3.42746,4.503801,0.057864,91.82518
3.19,2.27,0.194,0.0,0.0,0.0,0.0,0.0,3,3.4,3.8,13.4,96,0,6,0,M,94.95399,2.557982,2.130042,21.54172,4.04798,0.0,120.21933,49,22,2,0,12,2,0,100,,2.2e-05,62.46501,94.95399,8.101135,95.98867,0.0,4.537741,2.315093,125.44878
2.84,2.73,0.224,0.0,0.005,0.19,0.0,0.34,15,0.0,23.5,0.0,3,45,34,0,M,82.906575,9.105106,0.00044,0.0,0.000289,0.0,74.1405,0,0,2,0,3,3,0,100,,2.2e-05,2.258326,13.325401,11.152743,5.323887,6.33398,98.07675,0.0,85.28927
3.09,2.42,0.313,0.0,0.0,0.0,0.0,0.2,3,0.0,22.1,0.0,4,65,27,0,M,94.95399,10.976094,4.164438,2.91873,3.274423,0.121003,125.64215,0,23,0,0,95,0,0,111,,2.2e-05,3.803909,16.169013,0.00138,4.022244,18.15137,5.263676,0.185923,131.59684
3.07,2.39,0.278,0.0,0.0,0.43,0.0,0.0,10,0.0,0.0,0.0,0,3,25,0,M,81.463077,8.482076,0.00044,0.0,0.115548,0.060565,103.56866,11,67,0,35,97,5,0,100,,2.2e-05,2.2e-05,22.747369,11.341158,2.906254,100.0,4.440663,0.0,80.02297
2.84,2.21,0.02,0.0,0.0,0.0,21.04,0.0,8,0.0,99.0,0.3,84,0,0,0,AF,0.004045,33.154545,0.00044,100.0,0.000289,0.006592,63.29703,0,16,7,0,96,0,0,100,,2.2e-05,0.024854,25.304404,4.831194,6.725396,8.22115,0.000289,0.173553,101.1368
3.15,2.67,0.301,0.15,0.003,0.0,9.48,0.0,13,0.0,99.0,0.0,0,19,6,0,AF,57.717823,7.997829,0.00044,84.06151,98.07675,0.003302,115.83364,5,0,0,65,0,1,0,100,,2.2e-05,5.289395,9.388245,35.192212,0.00044,100.0,0.000289,0.155111,131.22715
3.35,2.48,0.08,0.0,0.0,0.31,21.04,1.38,3,0.0,0.1,0.0,89,100,100,0,M,0.004045,26.726482,0.452968,0.0,2.084223,0.198022,84.52487,5,17,8,61,19,5,0,117,,2.2e-05,2.2e-05,22.561873,8.924862,7.10868,100.0,0.000289,0.113195,83.1253
3.04,2.54,0.024,0.1,0.001,0.0,0.0,0.0,23,2.1,1.9,0.3,4,18,1,0,M,13.697753,8.812704,5.687246,0.0,0.000289,0.208289,123.63749,1,0,0,4,92,0,0,100,,2.2e-05,3.333683,0.887588,5.711979,7.553618,8.02599,0.681699,0.195697,83.75679
3.31,2.4,0.179,0.0,0.0,0.28,0.0,2.44,24,0.0,5.6,9.8,0,0,100,0,AN,94.95399,0.00138,3.922407,16.48065,0.000289,0.0,114.31099,0,0,0,4,17,0,0,100,,2.2e-05,5.452555,13.6225,4.116588,47.538927,100.0,4.986694,0.115691,80.02297
3.04,2.42,0.139,0.0,0.0,0.12,0.0,0.0,3,0.1,99.0,9.2,38,2,7,0,AF,94.95399,26.746556,0.00044,13.56613,0.885195,0.162367,74.59034,121,20,4,0,17,6,0,100,,5.23875,0.892692,20.571794,0.695476,0.00044,6.89205,0.000289,0.0,87.48786
2.93,2.27,0.129,0.0,0.03,0.0,4.72,0.0,9,5.0,25.0,0.0,0,7,6,0,M,94.95399,11.066691,4.225918,2.96162,5.191515,0.0,123.2668,12,17,7,85,19,98,0,100,,2.2e-05,2.535749,12.353284,0.00138,0.00044,96.46243,6.022386,0.0,104.48578
3.44,2.24,0.141,0.33,0.0,1.63,0.0,0.0,15,0.8,0.0,0.0,0,77,100,0,M,88.625374,5.781077,0.658254,0.0,0.530506,0.0,74.31953,9,10,4,24,97,6,0,100,,2.2e-05,5.500947,87.950016,3.920872,6.898299,0.0,0.795035,0.134515,119.7726
3.23,2.25,0.061,0.14,0.0,0.0,21.04,0.0,12,0.0,14.7,5.1,0,9,100,0,FP,24.592996,0.00138,1.660608,100.0,0.160039,0.157687,122.82205,7,0,0,99,0,98,0,102,,2.2e-05,2.754153,33.207806,11.288161,0.724295,0.0,0.69289,0.197539,100.45627
3.13,2.27,0.174,0.04,0.0,0.0,7.45,0.09,9,32.1,22.4,8.3,7,0,3,0,AN,34.624563,11.054407,3.282523,100.0,98.07675,0.0,101.07001,4,11,3,87,8,0,0,100,,2.2e-05,4.390915,23.101429,57.12141,6.460029,0.0,3.750072,0.043769,80.37125
3.08,2.47,0.083,0.0,0.0,0.41,0.0,0.06,24,0.4,21.9,6.9,0,100,5,0,M,11.40842,0.00138,0.695867,5.5105,0.000289,0.151437,40.49236,0,0,3,0,0,6,0,112,,1.168939,39.966658,94.95399,9.220725,3.335988,70.21487,0.000289,0.104036,112.40727
3.53,2.27,0.428,0.0,0.0,0.0,6.38,0.0,3,0.0,22.4,52.2,0,68,7,0,AF,0.004045,0.00138,6.077042,100.0,0.946598,0.116837,70.5091,0,7,0,99,92,98,0,111,,2.2e-05,4.527564,12.124376,0.00138,0.551685,0.0,0.000289,0.15189,136.77203
3.41,2.45,0.409,0.17,0.0,0.0,0.0,0.0,3,0.0,99.0,0.0,17,1,5,0,AF,94.95399,7.56156,0.00044,5.6103,57.176027,0.0,110.99473,0,13,6,1,0,6,0,100,,2.623677,4.361268,22.334585,2.337341,0.00044,97.64433,2.947098,0.104554,135.89052
2.91,2.36,0.146,0.07,0.004,0.0,14.88,1.08,3,3.0,12.0,2.3,0,54,4,0,AN,25.114806,3.888513,0.00044,0.0,34.959485,0.016075,138.68123,11,6,0,5,12,5,0,100,,57.428753,2.2e-05,0.004045,4.18885,0.00044,82.24996,3.280941,0.0,83.61451
3.16,2.73,0.508,0.0,0.003,0.35,0.08,2.44,3,0.0,10.7,0.0,4,9,0,0,AN,22.286223,8.365165,0.00044,87.30147,1.174897,0.0,84.29086,8,0,0,68,97,5,0,111,,2.2e-05,15.00436,6.774749,11.304041,74.786569,99.66446,5.769238,0.0,81.16408
3.18,2.55,0.177,0.1,0.0,0.04,0.0,0.0,3,0.0,12.9,1.0,66,0,4,0,M,71.965146,9.722428,0.00044,95.97934,0.000289,0.0,129.18534,0,0,0,1,0,4,0,100,,37.282473,2.2e-05,23.413776,57.12141,95.98867,3.23858,0.000289,0.0,115.44868
3.11,2.58,0.313,0.0,0.0,0.4,0.0,2.02,19,0.0,0.0,0.0,0,0,4,0,AF,18.634265,12.784026,0.00044,7.38213,98.07675,0.016719,117.0649,2,12,10,0,18,2,0,100,,3.63919,2.2e-05,10.915138,13.885131,90.883599,100.0,5.56296,0.0,89.85687
3.35,2.3,0.134,0.0,0.0,0.0,4.08,0.0,24,33.5,99.0,0.0,0,100,6,0,AN,94.95399,0.00138,7.114853,82.8033,4.881514,0.0,96.3552,0,98,0,0,19,98,0,100,,2.2e-05,2.2e-05,94.804042,0.00138,1.368788,0.0,5.946182,0.012414,96.84565
3.14,2.68,0.377,0.0,0.0,0.0,21.04,0.0,21,0.0,16.2,0.0,0,0,12,0,FP,0.004045,5.36333,6.608197,78.38203,0.541039,0.0,71.75614,0,3,0,6,0,76,0,123,,2.2e-05,2.2e-05,0.004045,0.00138,3.401726,21.32843,5.404992,0.087898,124.60379
3.8,2.24,0.3,0.0,0.0,0.0,1.03,0.98,8,3.4,97.7,6.9,6,2,0,0,AN,23.220567,12.978634,0.00044,0.0,11.423225,0.0,35.60635,3,0,0,7,84,2,0,111,,2.2e-05,0.581305,0.004045,0.00138,0.00044,20.43891,5.440136,0.0,95.17794
3.63,2.25,0.193,0.0,0.0,0.36,0.0,2.44,3,0.0,3.9,0.0,0,0,6,0,M,23.800963,0.00138,0.142183,13.66724,2.353424,0.208179,96.29316,9,10,0,0,9,4,0,100,,2.2e-05,2.2e-05,84.719706,0.00138,5.343377,95.16492,1.62536,0.0,125.76081
2.83,2.73,0.434,0.13,0.0,0.0,0.0,2.18,17,0.0,0.0,0.0,1,0,4,0,AN,24.30473,12.482214,0.00044,70.67665,0.000289,0.116336,129.33034,0,6,0,5,0,0,0,100,,3.145601,3.377487,0.004045,6.13623,0.00044,67.79881,2.547004,0.067089,89.12199
3.64,2.38,0.061,0.0,0.001,0.0,21.04,0.09,9,0.0,22.7,5.0,4,0,2,0,AN,94.95399,5.696958,4.351092,20.12523,98.07675,0.0,71.32074,0,0,9,99,16,0,0,100,,2.2e-05,2.2e-05,0.004045,0.995538,0.00044,89.30398,5.165753,0.198377,87.38075
4.24,2.33,0.414,0.02,0.0,0.0,0.0,1.3,15,22.8,13.0,4.0,1,0,0,0,AN,11.011571,10.754222,0.00044,0.0,1.687092,0.033629,103.01258,0,0,0,99,4,0,0,100,,34.199434,62.46501,94.95399,0.00138,0.00044,17.95638,0.000289,0.0,80.02297
2.82,2.73,0.255,0.01,0.0,0.8,13.98,0.0,24,20.6,0.0,0.0,0,100,3,0,AN,15.542351,11.318697,6.573988,92.82934,0.000289,0.023348,130.58593,0,24,0,2,0,0,0,100,,4.60217,4.102786,16.145844,0.339507,3.418617,17.81733,98.07675,1.046425,92.41314
2.9,2.47,0.243,0.17,0.0,2.95,0.0,0.0,24,0.0,0.0,0.0,0,98,6,0,M,17.895618,0.00138,0.00044,21.77372,0.000289,0.152,142.73521,8,7,0,0,60,6,0,104,,4.201309,2.691585,20.421153,8.981616,1.456806,10.10106,0.000289,0.175495,126.23049
3.07,2.55,0.345,0.06,0.007,0.26,6.22,0.0,9,0.0,27.1,0.0,0,2,5,0,M,42.360676,8.740031,0.00044,0.0,98.07675,0.0,79.98691,12,0,0,0,97,2,0,100,,14.250078,2.2e-05,0.004045,3.835188,83.182236,100.0,1.592128,0.0,95.44303
3.74,2.26,0.412,0.0,0.121,3.84,21.04,0.12,6,2.9,22.8,0.0,0,100,6,0,AF,94.95399,4.500973,0.00044,68.87509,0.461298,0.126632,121.10299,7,100,7,7,97,98,0,100,,62.46501,2.2e-05,0.004045,13.500058,74.831486,1.64055,0.000289,0.059338,80.02297
3.58,2.25,0.351,0.0,0.007,0.17,21.04,0.08,8,32.5,27.0,0.0,4,100,0,0,AN,19.394417,0.00138,20.799649,19.8954,0.000289,0.0,84.59327,10,57,0,51,90,5,0,100,,2.2e-05,37.774151,94.95399,6.625507,0.00044,91.7683,2.8162,0.027918,85.41985
3.9,2.25,0.386,0.0,0.0,0.03,1.61,0.0,17,0.0,15.1,5.5,0,0,1,0,AN,0.004045,6.023282,0.00044,100.0,4.368354,0.015687,115.45182,0,28,0,99,16,5,0,100,,42.286466,5.214835,9.268709,0.00138,4.924321,100.0,5.456225,0.001387,123.09319
3.38,2.65,0.413,0.03,0.0,0.75,1.4,0.0,5,0.0,11.9,0.0,0,8,56,0,AF,24.276688,1.213292,3.831852,22.18835,12.266858,0.0,102.99567,0,76,0,99,0,0,0,100,,2.2e-05,1.659766,0.004045,0.00138,0.00044,77.09509,3.556179,0.212818,99.88852
2.89,2.53,0.08,0.0,0.0,0.0,0.0,0.16,16,0.5,13.5,0.0,0,100,0,0,M,28.723439,10.011943,7.293154,100.0,0.000289,0.0,128.0596,7,100,0,5,0,4,0,100,,2.2e-05,5.35095,84.308264,0.00138,3.540884,12.76316,0.000289,0.210053,137.18264
3.42,2.45,0.457,0.0,0.0,0.17,0.0,0.91,8,0.0,99.0,0.2,0,100,4,0,M,94.95399,0.00138,95.98867,0.0,0.000289,0.022909,114.24628,3,0,0,99,0,0,0,100,,62.46501,33.133903,94.95399,0.00138,0.00044,70.52903,0.000289,0.0,150.33692
2.79,2.41,0.346,0.0,0.0,0.24,5.69,1.67,24,0.0,24.2,0.0,0,90,3,0,AN,10.14871,6.924921,4.423436,0.0,24.82016,0.0,111.01789,12,23,0,56,9,0,0,100,,4.572162,2.2e-05,21.824647,3.199359,0.00044,0.0,75.231224,0.090644,135.29845
3.08,2.24,0.093,0.6,0.006,0.0,21.04,0.0,22,2.2,3.5,0.0,7,7,5,0,M,0.004045,37.030556,6.876435,0.0,6.206253,0.0,35.60635,1,16,8,6,13,0,0,100,,2.2e-05,0.077702,0.004045,57.12141,4.460008,0.0,1.156841,0.095972,83.96857
3.69,2.42,0.206,0.0,0.001,0.0,5.03,0.93,11,0.0,27.0,0.0,0,3,82,0,FP,15.925127,0.00138,3.095073,23.64901,0.303254,0.120199,70.68804,0,12,7,99,97,0,0,100,,2.2e-05,13.626325,0.004045,0.00138,95.98867,0.0,2.60916,0.195618,118.02575
3.6,2.23,0.368,0.0,0.0,0.0,21.04,0.0,24,7.3,67.8,2.5,4,10,3,0,AN,22.826891,0.874938,7.147052,0.0,4.471597,0.0,117.75657,5,0,0,0,0,5,0,100,,2.2e-05,2.2e-05,13.127476,0.00138,0.00044,19.6747,0.000289,0.084708,134.96728
2.98,2.42,0.142,0.0,0.0,0.0,1.24,0.0,17,4.3,19.7,0.0,1,10,6,0,FP,94.95399,0.00138,0.00044,0.0,4.575039,0.0,120.31702,0,27,0,27,16,98,0,100,,2.2e-05,4.794471,0.004045,0.00138,0.00044,0.0,0.069196,0.0,80.02297
