C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt.1,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 33,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
2.73,2.08,0.159,0.16,0.002,4.5,21.04,0.28,8,2.2,23.7,60.0,4,100,3,0,AN,0.309488,0.004045,57.12141,0.78162,100.0,5.399908,0.0,119.45457,4,0,4,0,97,4,0,100,,2.2e-05,62.982612,0.00138,95.98867,19.37342,0.000289,0.0,122.02738
3.04,2.35,0.232,0.07,0.001,0.0,21.04,0.36,3,22.9,76.7,26.7,0,100,5,0,AN,2.2e-05,21.733401,0.00138,0.00044,0.0,5.374774,0.111861,83.07663,4,0,10,0,82,2,0,100,,2.631563,31.431465,5.595343,6.107643,100.0,0.000289,0.18547,112.86783
2.73,2.08,0.193,0.15,0.004,0.0,4.86,0.0,4,28.2,1.6,37.9,96,17,0,0,M,4.345318,0.70698,2.758792,0.00044,0.0,69.418677,0.016593,86.12834,0,98,0,0,18,4,0,100,,6.250277,80.758695,7.062446,1.667757,100.0,2.265816,0.0,101.6961
3.53,2.3,0.299,0.01,0.0,0.0,0.0,0.0,8,3.7,6.0,5.2,0,17,0,0,M,45.207509,16.414117,5.906331,95.98867,0.0,1.611971,0.064275,115.21925,64,5,4,3,8,4,0,100,,2.2e-05,94.95399,6.476393,7.032253,0.0,0.000289,0.19652,110.07146
3.3,2.34,0.151,0.02,0.0,0.0,0.0,0.06,3,5.9,0.0,13.3,0,100,100,0,M,3.487602,0.004045,0.00138,1.508404,0.0,1.147478,0.0,103.7846,4,66,11,99,4,6,0,100,,5.575025,6.253369,0.00138,57.531452,100.0,4.323094,0.0,80.02297
3.7,2.21,0.324,0.14,0.0,3.37,1.3,0.88,3,31.1,0.0,0.0,96,100,7,0,AF,2.2e-05,18.153874,0.00138,0.00044,100.0,0.000289,0.152578,120.98783,2,0,9,95,0,4,0,100,,3.511444,12.641571,9.585142,0.00044,14.91063,0.000289,0.076476,92.65516
3.47,2.38,0.02,0.12,0.002,0.17,0.0,0.06,3,27.0,99.0,10.1,4,18,2,0,M,2.970213,4.800862,8.305171,95.98867,100.0,98.07675,0.0,108.01979,6,32,53,0,58,0,0,100,,2.2e-05,94.95399,0.00138,0.00044,16.94223,0.000289,0.0,131.8137
3.35,2.19,0.162,2.81,0.0,0.31,19.09,0.0,16,0.0,8.2,9.2,5,39,0,0,AN,1.200477,3.639669,0.00138,0.00044,75.60195,98.07675,0.045595,81.8622,0,0,6,0,0,5,0,100,,2.691037,59.822246,0.480408,0.00044,100.0,0.000289,0.0,94.48549
2.79,2.08,0.02,0.03,0.003,3.55,3.14,1.39,3,0.2,0.0,1.2,0,94,6,0,AN,5.340221,20.670432,0.00138,95.98867,100.0,0.000289,0.479271,83.19898,6,0,0,2,0,0,0,100,,36.888545,94.95399,57.12141,5.635519,4.7718,1.377186,0.0,124.41496
3.1,2.43,0.02,0.0,0.005,3.7,21.04,0.66,8,0.0,0.0,6.2,5,11,0,0,FP,9.75443,20.676161,7.570232,61.06274,0.0,0.000289,0.050777,88.00893,0,0,0,6,0,6,0,100,,2.2e-05,94.95399,0.00138,1.82558,21.9805,0.784006,0.0,99.29693
2.73,2.28,0.357,0.0,0.0,2.87,0.0,1.13,14,19.0,20.4,21.1,7,0,100,0,AF,2.2e-05,0.004045,0.00138,3.944154,100.0,3.14947,0.0,98.34122,6,18,1,3,0,1,0,100,,1.46001,11.531545,10.804552,0.00044,100.0,0.000289,0.076362,110.64761
2.95,2.32,0.337,0.01,0.0,4.94,0.53,0.0,8,5.0,7.1,60.0,96,100,0,0,AN,2.2e-05,15.827952,0.00138,6.872281,3.44224,86.960474,0.0,103.21449,4,34,6,7,13,6,0,100,,2.2e-05,94.95399,9.874658,2.508251,97.02174,0.240784,0.0,93.15896
3.75,2.38,0.263,0.0,0.007,0.09,0.41,0.75,16,0.0,0.0,0.3,3,8,29,0,M,4.421977,7.370755,1.609146,27.279137,0.0,0.000289,0.168195,80.02297,3,0,0,0,8,0,0,100,,2.2e-05,94.95399,7.665597,0.291844,0.0,0.000289,0.05924,126.39114
3.72,2.45,0.087,0.13,0.001,0.41,1.44,2.23,7,5.4,18.9,0.0,0,20,0,0,M,2.2e-05,0.004045,0.00138,0.00044,5.007,0.000289,0.0,89.95338,5,0,0,0,97,4,0,100,,3.198735,0.004045,33.845499,4.475094,4.55856,0.000289,0.120403,121.78021
3.66,2.67,0.224,0.0,0.007,2.17,5.75,0.09,3,41.3,3.4,32.8,0,10,61,0,AN,2.2e-05,14.768442,4.404468,0.00044,96.89215,4.858928,0.0,94.82679,4,59,0,5,22,1,0,100,,2.2e-05,47.187194,0.00138,5.127321,0.0,3.764163,0.034905,119.8502
3.17,2.31,0.02,0.16,0.002,0.31,0.14,0.0,9,4.6,99.0,60.0,96,7,7,0,AN,2.2e-05,0.004045,0.00138,0.00044,24.31552,5.392681,0.016231,123.70528,0,27,4,99,14,98,0,100,,2.2e-05,78.796885,10.421587,1.098845,20.49149,0.000289,0.0,98.8466
3.21,2.5,0.142,0.0,0.008,0.0,0.0,1.63,24,0.5,0.0,45.1,0,72,0,0,M,6.40174,0.004045,0.00138,95.98867,7.15884,97.760451,0.0,80.02297,5,98,2,67,0,5,0,100,,3.629661,23.919431,4.375042,95.98867,13.63922,0.000289,0.0,100.95829
3.25,2.52,0.222,0.0,0.0,0.0,1.62,2.08,4,0.0,10.4,9.7,3,100,0,0,AN,1.254571,0.004045,6.984677,62.853164,97.37084,0.000289,0.0,80.02297,37,0,8,7,0,0,0,100,,2.2e-05,94.95399,12.979641,51.526894,0.0,95.23337,0.808661,131.18283
4.0,2.48,0.243,0.59,0.004,1.01,16.57,0.0,11,4.4,0.0,0.0,2,11,2,0,AF,62.46501,16.685566,0.00138,85.777976,100.0,1.400153,0.11474,80.02297,4,0,2,0,57,0,0,100,,4.354151,21.029101,12.651585,0.00044,86.44244,0.000289,0.0,115.39544
2.95,2.08,0.378,0.37,0.006,0.2,0.0,2.44,11,0.0,99.0,9.4,0,5,100,0,M,2.2e-05,0.004045,0.00138,0.00044,100.0,0.000289,0.174042,86.46175,2,98,41,0,0,0,0,100,,2.71038,94.95399,6.462928,95.98867,100.0,4.277993,1.143745,150.4025
3.88,2.44,0.281,0.0,0.0,0.0,1.64,0.2,9,13.0,4.3,9.2,0,100,0,0,AN,62.46501,13.047684,4.15149,0.00044,13.02313,0.000289,0.0,80.3838,64,0,28,0,12,5,0,100,,2.2e-05,91.969049,10.982541,1.252773,15.22184,21.362641,0.201841,119.79514
4.15,2.61,0.426,0.13,0.004,0.16,21.04,1.31,12,0.0,0.0,7.4,6,0,4,0,AN,2.331702,0.004045,0.00138,3.28557,80.03579,0.000289,0.0,80.02297,0,1,9,4,0,98,0,100,,1.143257,94.95399,10.612523,0.00044,87.27202,0.000289,0.0,85.18626
4.24,2.58,0.02,0.13,0.0,0.08,1.22,0.0,9,5.9,0.0,7.4,1,18,0,0,AN,4.710714,39.182918,0.00138,0.00044,0.0,0.000289,0.145801,101.04175,62,28,0,0,0,0,0,100,,3.766543,19.063529,12.944993,0.00044,10.29981,0.667614,0.0,80.02297
4.08,2.7,0.132,0.17,0.0,0.0,0.0,1.04,8,0.0,11.0,13.8,0,100,0,0,M,2.2e-05,0.004045,10.406631,0.00044,8.98468,1.886631,0.0,94.40767,5,8,8,1,0,0,0,100,,2.2e-05,23.339048,6.662477,1.197806,100.0,71.1189,0.181406,86.97835
3.64,2.31,0.16,0.06,0.0,0.0,0.0,0.0,3,22.4,26.1,0.0,0,97,39,0,M,62.46501,0.004045,7.294841,0.00044,0.0,4.083804,0.037793,91.99129,6,0,0,0,0,0,0,100,,2.2e-05,20.485626,0.560606,4.249439,14.74238,4.166881,0.0,104.39354
4.24,2.73,0.299,0.14,0.005,0.0,0.14,0.01,3,7.0,83.4,8.4,0,98,0,0,M,1.848019,0.004045,2.10094,0.00044,0.0,0.000289,0.0,80.02297,6,47,4,3,20,0,0,100,,4.648534,47.335248,0.00138,6.685625,4.29475,35.719193,0.0,116.66541
3.61,2.26,0.156,0.05,0.0,2.09,0.0,0.0,8,4.7,0.0,58.1,7,0,5,0,AP,0.343349,0.004045,0.534697,0.00044,0.0,22.056597,0.0,80.02297,36,87,2,99,0,6,0,100,,4.670458,94.95399,54.026576,0.164596,23.14207,2.185784,0.111122,80.02297
2.82,2.36,0.191,0.14,0.0,0.0,1.13,1.51,19,7.2,0.0,8.4,96,12,5,0,AN,21.623133,0.004045,0.00138,95.98867,100.0,98.07675,0.02769,153.7299,4,55,18,0,0,0,0,100,,17.672401,1.902673,6.040321,0.00044,12.35142,0.000289,0.0,121.88481
3.17,2.49,0.02,0.15,0.006,4.94,0.09,0.0,12,7.1,11.8,59.6,0,100,4,0,M,2.2e-05,6.726651,0.00138,1.540449,0.0,0.000289,0.213494,80.02297,15,18,0,92,0,1,0,100,,3.223805,94.95399,0.035885,0.00044,21.80811,0.000289,0.0,106.57101
3.63,2.25,0.422,0.0,0.002,0.14,0.0,0.4,13,70.0,0.0,0.0,0,100,4,0,AN,4.812433,0.004045,0.778008,0.00044,0.0,0.000289,4.289864,88.75686,27,38,3,0,0,26,4,100,,2.2e-05,82.940993,10.419575,1.467261,100.0,0.000289,0.128102,87.04021
3.23,2.46,0.147,2.81,0.006,0.2,0.52,1.22,19,70.0,19.6,7.1,4,100,4,0,M,2.2e-05,0.004045,0.00138,4.534615,100.0,0.000289,0.0,103.9894,6,2,6,6,0,1,0,100,,5.17903,94.95399,0.00138,2.363837,0.0,0.000289,0.0,103.59136
3.14,2.42,0.23,0.14,0.004,0.44,0.0,2.44,8,0.0,14.9,46.5,0,2,5,0,AP,2.2e-05,0.004045,0.00138,91.797005,100.0,3.82501,0.0,97.68999,21,97,9,0,0,4,0,100,,2.2e-05,12.830095,0.00138,95.98867,100.0,2.433717,0.002089,133.1564
2.94,2.21,0.144,0.14,0.005,0.19,0.07,0.18,15,2.6,44.9,0.0,0,21,4,0,AN,0.915941,0.004045,14.217038,0.00044,100.0,5.637714,0.183219,114.09887,1,12,53,0,57,6,0,100,,6.595451,16.184293,12.080408,4.005856,18.77383,29.566489,0.038892,131.7766
4.24,2.67,0.02,0.0,0.006,0.0,1.0,0.74,6,6.9,12.3,26.8,0,100,0,0,M,59.129069,0.004045,6.509401,0.00044,0.0,98.07675,0.0,105.62091,3,0,52,0,0,0,0,100,,2.2e-05,72.625898,29.152571,0.00044,0.0,0.822355,0.108759,100.82686
3.17,2.22,0.02,0.13,0.0,0.0,14.13,1.44,3,3.9,0.0,8.9,81,0,1,0,AN,44.232793,81.479509,1.516569,5.822303,20.21629,4.451593,1.085672,91.48383,6,13,6,2,67,0,0,100,,4.974904,22.138711,12.640332,0.00044,75.01103,0.000289,0.044548,128.53767
3.62,2.27,0.02,0.07,0.004,0.0,4.55,0.88,11,5.9,0.0,0.0,0,11,3,0,M,2.073272,55.953973,2.422463,0.00044,95.27557,6.018298,0.059231,117.86085,6,17,0,0,0,5,0,100,,2.2e-05,10.951114,11.846045,3.088126,21.89753,0.000289,0.124715,128.22643
2.98,2.72,0.168,0.16,0.0,0.0,0.0,0.0,9,10.7,5.4,0.0,0,5,0,0,M,3.266706,0.004045,0.00138,0.00044,5.16032,1.614643,0.0,80.02297,1,49,7,0,94,0,0,100,,0.669916,1.312765,57.12141,7.330285,0.0,98.07675,0.0,100.98047
4.24,2.43,0.275,0.0,0.0,3.56,15.99,1.19,16,70.0,39.1,0.0,0,18,7,0,M,1.838719,13.517235,2.393147,0.00044,0.0,2.611004,0.087133,88.51996,38,0,4,0,0,0,0,100,,2.2e-05,81.515672,0.00138,51.547905,0.0,59.609447,0.071309,120.25557
3.24,2.53,0.128,0.16,0.0,0.0,21.04,0.08,3,0.0,2.6,31.4,7,100,100,0,AN,2.2e-05,21.116221,0.00138,95.98867,0.0,0.000289,0.037831,80.02297,28,5,53,2,97,6,0,100,,2.014306,60.352196,5.379143,34.446079,100.0,28.062303,0.0,92.30345
3.73,2.25,0.134,1.47,0.002,0.0,4.49,0.0,9,0.0,0.0,3.8,0,53,0,0,AN,7.150823,13.966988,5.95983,95.98867,100.0,5.56349,0.0,100.73655,7,98,6,0,52,53,0,100,,4.710191,26.110903,0.00138,0.00044,10.5722,0.000289,0.0,142.92192
3.23,2.6,0.02,0.1,0.005,2.75,0.58,0.07,3,42.4,30.6,8.1,17,0,1,0,M,2.2e-05,0.004045,1.607859,0.969135,5.39861,98.07675,0.0,83.65666,5,0,2,0,18,0,0,100,,2.2e-05,0.004045,0.00138,0.00044,0.0,0.000289,0.0,103.00909
2.73,2.3,0.214,0.06,0.118,0.0,1.18,1.68,20,0.0,2.9,42.6,0,0,1,0,AN,22.269753,0.004045,0.00138,0.00044,0.0,68.514765,0.0,82.50073,30,0,2,99,14,2,0,100,,2.2e-05,94.95399,11.153411,0.00044,0.0,4.267825,0.026023,89.7822
4.11,2.28,0.184,0.08,0.003,0.0,9.08,0.05,3,6.9,18.3,5.1,0,100,0,0,M,2.2e-05,3.781203,0.00138,70.378925,0.0,0.000289,0.0,80.02297,4,55,0,99,12,5,0,100,,2.2e-05,23.244172,0.00138,2.008892,67.81632,6.622269,0.019938,94.29866
3.66,2.38,0.321,0.0,0.005,0.0,0.33,1.07,15,5.6,2.7,52.4,3,100,0,0,M,5.281006,0.004045,0.00138,4.092019,78.04022,37.367073,0.156945,80.02297,37,0,0,10,82,2,0,100,,5.478409,17.119896,9.239643,0.164491,0.0,55.822985,0.0,94.00833
3.64,2.4,0.02,0.0,0.003,0.19,0.18,0.0,3,6.7,19.7,0.0,0,21,5,0,M,2.2e-05,10.676573,6.210127,0.00044,1.99183,0.000289,0.0,80.02297,3,29,0,99,12,3,0,100,,2.2e-05,77.50605,50.534407,4.259822,18.85914,1.435802,0.0,98.47485
3.94,2.25,0.02,0.0,0.0,4.17,1.31,0.0,17,40.9,23.9,5.6,0,100,7,0,M,2.2e-05,10.17515,5.247371,0.00044,100.0,98.07675,0.07657,98.38924,0,0,9,6,18,5,0,100,,2.2e-05,5.018149,0.00138,0.00044,12.35739,55.647236,0.0,94.73649
2.73,2.31,0.439,0.0,0.0,0.47,0.22,0.28,3,3.8,99.0,0.0,1,0,2,0,AN,4.301951,20.849416,0.00138,0.00044,23.27656,5.197245,0.0,91.04011,3,1,0,99,21,0,0,100,,35.332605,0.004045,0.00138,6.585685,8.2885,5.9839,0.034425,123.12703
3.58,2.47,0.133,0.13,0.001,0.13,3.5,0.0,24,0.0,0.0,4.3,0,100,2,0,FP,2.2e-05,21.08917,0.00138,0.853551,21.71956,0.000289,0.0,92.95224,6,85,0,3,0,4,0,100,,2.2e-05,94.95399,9.153324,95.98867,0.0,0.000289,0.0,130.40118
3.42,2.45,0.182,0.15,0.007,0.66,21.04,0.0,3,0.0,27.6,1.9,0,0,0,0,M,41.081288,0.004045,28.73037,0.00044,0.0,0.000289,0.0,81.66279,0,46,17,0,7,2,0,100,,2.2e-05,93.552293,7.049362,0.00044,20.78703,0.000289,0.037859,87.37055
3.3,2.32,0.138,0.08,0.0,0.0,0.0,0.0,15,0.0,8.3,0.0,6,15,0,0,AP,2.2e-05,0.004045,9.505274,5.405607,20.06278,6.245708,0.0,91.72899,0,11,0,0,0,0,0,100,,2.2e-05,6.013903,32.430875,1.091058,0.0,2.57113,0.0,121.05763
4.24,2.56,0.034,0.13,0.0,0.3,0.0,0.0,19,5.3,99.0,60.0,96,100,0,0,AP,2.2e-05,0.004045,3.555129,0.00044,96.83108,1.31503,0.0,80.02297,0,0,8,0,9,0,0,100,,2.2e-05,0.004045,12.555135,0.00044,96.52457,4.917631,0.10676,114.53572
3.05,2.42,0.209,0.07,0.0,0.0,1.14,2.17,19,2.9,16.0,0.2,6,19,0,0,M,2.045679,0.004045,6.692337,95.98867,99.07659,4.245041,0.11447,80.02297,3,14,0,99,0,0,0,100,,62.46501,17.798311,13.573246,95.98867,15.91355,3.619217,0.0,101.63151
3.88,2.3,0.139,0.0,0.081,0.31,15.44,2.44,14,17.4,2.6,3.8,0,15,6,0,M,1.170303,13.839498,1.289948,1.560515,0.0,0.000289,0.0,88.328,38,25,0,99,21,0,0,100,,0.245565,22.539578,0.00138,5.707363,13.17291,0.000289,0.056496,82.10964
2.73,2.37,0.157,0.0,0.003,0.27,1.46,0.0,10,3.5,17.1,60.0,0,10,6,0,M,6.805753,0.004045,10.042352,0.00044,100.0,5.06424,0.0,131.07461,6,26,11,0,0,1,0,100,,2.2e-05,19.587825,5.713356,0.00044,6.83374,98.07675,0.0,114.77088
2.73,2.25,0.31,0.16,0.003,4.11,6.28,0.23,8,0.0,0.0,60.0,2,98,5,0,AN,2.2e-05,0.004045,0.00138,95.98867,15.91843,77.244684,0.077568,88.02796,7,11,12,4,83,5,0,100,,2.2e-05,94.95399,0.00138,0.00044,100.0,0.000289,0.211282,153.7299
3.03,2.45,0.082,0.0,0.007,0.04,0.38,0.0,24,7.1,53.4,17.0,1,100,3,0,M,4.162857,0.004045,0.00138,0.00044,14.11566,0.000289,0.0,82.36421,5,0,11,0,0,6,0,100,,5.032259,0.004045,10.302298,3.108938,100.0,11.94768,0.068808,92.83481
3.01,2.38,0.272,0.16,0.004,0.0,0.0,0.06,5,70.0,18.7,9.6,0,5,10,0,M,4.15077,0.004045,0.00138,86.59,18.83261,18.554916,0.0,117.07779,6,0,0,99,97,0,0,100,,2.2e-05,3.625931,0.00138,0.00044,18.10758,4.389618,0.042186,86.83769
3.39,2.52,0.381,0.11,0.0,0.0,2.54,2.44,3,0.9,0.0,7.5,7,99,0,0,AN,2.2e-05,0.004045,0.00138,2.692019,100.0,2.269282,0.0,93.64033,7,22,1,8,21,98,0,100,,2.2e-05,94.95399,0.00138,2.437121,18.25327,0.000289,0.176533,110.58582
4.17,2.47,0.315,0.03,0.0,0.0,1.3,0.26,16,70.0,0.0,12.7,5,23,5,0,AN,11.783383,24.789778,3.381389,2.559934,87.49081,1.545013,0.0,83.23109,2,9,6,0,0,98,0,100,,1.345267,84.699118,6.663286,2.268294,79.78745,0.000289,0.204473,119.59933
4.08,2.62,0.336,0.0,0.0,0.0,0.0,1.64,19,70.0,0.0,46.3,0,5,2,0,AN,2.2e-05,0.004045,0.00138,0.00044,17.42123,0.000289,0.019938,80.02297,5,0,7,0,0,0,0,100,,62.46501,66.68053,0.00138,46.679869,0.0,3.742928,0.0,109.80683
2.73,2.21,0.13,0.12,0.004,0.0,1.69,0.0,22,26.5,0.0,7.7,3,2,4,0,AN,2.53854,0.004045,8.683564,0.120121,100.0,98.07675,0.0,80.02297,7,0,0,0,0,4,0,100,,4.998673,22.589237,11.965387,95.98867,100.0,1.045235,0.0,124.04827
4.24,2.32,0.354,0.0,0.0,3.3,0.05,0.0,4,2.6,55.2,1.7,4,47,4,0,M,62.46501,23.195455,5.405849,0.00044,20.48,2.852057,0.0,80.02297,38,0,2,0,0,0,0,100,,3.033876,94.95399,0.00138,0.00044,24.30808,24.756059,0.112968,118.74257
4.24,2.24,0.382,0.0,0.0,0.24,0.75,0.38,5,28.0,10.4,0.0,0,18,6,0,AN,2.2e-05,4.65626,0.523974,5.831271,0.0,2.431123,0.0,80.02297,6,0,1,3,96,3,0,100,,2.2e-05,94.95399,10.313514,0.00044,100.0,0.000289,0.176307,120.42607
3.09,2.25,0.257,1.32,0.007,0.34,21.04,0.0,3,0.0,0.3,3.2,4,17,5,0,AF,57.83945,0.004045,14.586044,0.00044,100.0,1.880491,0.039944,83.92021,0,18,11,1,3,98,0,100,,2.2e-05,94.95399,1.375911,0.050203,100.0,0.000289,0.144789,124.9804
3.8,2.61,0.414,0.06,0.005,2.18,0.84,0.42,23,19.9,0.0,2.1,0,100,1,0,FP,1.052562,0.004045,0.00138,7.062619,5.07999,0.000289,0.0,80.02297,64,17,2,5,2,1,0,100,,2.2e-05,92.218239,8.853455,95.88257,0.0,3.133401,0.20477,153.7299
3.27,2.26,0.153,0.14,0.001,0.0,21.04,0.0,8,16.7,0.0,11.3,0,86,100,0,M,2.2e-05,9.305045,6.278901,0.00044,0.0,1.702698,4.772713,80.02297,24,2,6,5,19,2,0,100,,4.721268,94.95399,5.568904,1.870133,100.0,0.000289,0.0,85.77277
3.66,2.44,0.02,2.48,0.0,3.26,7.95,0.0,24,24.8,14.8,17.6,5,0,100,0,M,0.531653,43.430267,2.16621,2.722515,11.46725,0.152824,0.0,86.7403,3,93,0,0,0,48,0,100,,5.257007,24.86665,1.775042,0.00044,0.0,0.000289,0.209557,96.32899
3.18,2.41,0.392,0.0,0.001,0.16,4.29,0.68,12,47.6,99.0,1.4,4,0,0,0,M,4.509469,87.338509,0.00138,0.00044,95.85706,2.394313,0.178626,88.95606,64,0,0,1,17,0,0,100,,0.960069,71.578245,11.958396,0.00044,4.08758,0.000289,0.0,118.03614
4.06,2.31,0.226,0.08,0.0,0.4,1.63,0.87,4,25.5,0.0,7.2,0,8,5,0,M,3.784966,0.004045,5.921859,0.00044,0.0,0.836474,0.216952,92.04284,4,0,6,0,2,0,0,100,,2.2e-05,94.95399,4.02652,12.220445,0.0,0.000289,0.07571,117.25731
4.24,2.42,0.297,0.16,0.007,0.0,0.0,0.43,9,0.0,5.2,4.5,0,6,0,0,M,2.2e-05,0.004045,0.00138,95.98867,0.0,2.640229,0.0,80.02297,2,75,0,4,22,0,0,100,,2.2e-05,25.032404,53.948013,1.631232,0.0,0.000289,0.0,125.93455
4.24,2.59,0.211,0.15,0.0,0.0,0.59,0.0,3,0.0,37.0,27.3,0,60,0,0,M,62.46501,67.104443,2.263756,0.00044,17.56287,3.188566,0.068256,81.70052,3,98,1,0,70,0,0,100,,3.871977,24.164969,0.00138,3.234023,100.0,0.000289,0.0,113.63468
3.09,2.31,0.177,1.6,0.0,0.32,0.0,0.0,9,3.2,1.5,29.9,0,6,6,0,AN,2.2e-05,3.072138,1.349102,0.00044,78.5565,0.000289,0.052442,80.48848,3,0,5,0,0,3,0,100,,0.730091,0.004045,8.588419,88.0559,20.73392,5.102301,0.0,90.53729
3.89,2.28,0.378,0.16,0.0,0.0,21.04,0.09,3,0.8,0.0,0.0,3,13,0,0,AN,2.2e-05,0.004045,0.00138,4.01847,0.0,0.000289,0.0,96.77646,4,19,9,4,14,6,0,100,,2.2e-05,94.95399,11.828697,3.038706,0.0,0.000289,0.221371,122.95913
3.42,2.34,0.217,0.05,0.003,0.0,0.0,2.44,8,70.0,11.1,0.0,2,19,5,0,AN,2.2e-05,4.776488,0.00138,0.00044,0.0,3.808287,0.0,96.00599,0,23,8,0,15,6,0,100,,2.2e-05,31.342559,0.00138,2.081598,99.93992,4.972831,0.212122,110.03011
3.87,2.25,0.02,0.13,0.007,0.02,11.89,0.8,8,4.9,28.5,0.0,0,81,0,0,M,0.740865,0.004045,12.637348,0.076946,22.59504,5.429982,0.0,80.02297,17,23,0,99,0,98,0,100,,3.022944,94.95399,0.00138,1.190162,82.14683,0.000289,0.0,126.5025
3.04,2.29,0.21,0.0,0.0,2.04,1.26,0.04,19,70.0,99.0,56.7,0,9,6,0,M,1.576553,2.055881,0.957441,0.00044,71.75056,0.000289,0.0,80.02297,5,0,0,67,0,0,0,100,,2.2e-05,6.110848,0.00138,0.00044,100.0,3.456258,0.0,101.39561
3.09,2.63,0.174,0.0,0.0,0.0,0.0,2.44,8,0.0,23.4,5.2,4,0,0,0,AN,2.858229,0.004045,0.00138,3.106804,12.60654,4.151943,0.0,80.02297,6,0,45,22,97,0,0,100,,2.2e-05,23.826284,6.481258,0.00044,89.083,58.406462,0.187641,91.28964
2.73,2.73,0.02,0.0,0.0,0.0,0.0,1.6,8,0.0,11.1,3.7,0,90,0,5,AN,3.997104,24.193881,0.082425,0.00044,12.03002,98.07675,0.126118,80.02297,5,13,5,2,16,0,0,100,,2.2e-05,0.004045,3.163121,5.603494,21.27667,5.851704,0.0,97.34295
2.98,2.28,0.457,0.14,0.001,2.98,0.0,2.35,4,0.3,99.0,0.0,96,15,0,0,AN,1.692406,2.411383,16.349701,33.425765,100.0,0.000289,0.192917,109.55823,5,16,2,0,12,4,4,100,,2.2e-05,74.46835,5.001354,95.98867,13.63382,0.000289,0.002902,124.77625
3.0,2.58,0.232,0.0,0.0,0.14,21.04,0.05,10,4.1,96.1,25.2,96,100,5,0,M,23.971648,71.50819,11.73849,2.113502,21.92764,0.000289,0.0,85.56077,39,0,3,0,5,1,0,100,,2.2e-05,94.95399,9.17811,0.00044,12.57953,1.05782,0.029758,107.41411
3.7,2.08,0.02,0.02,0.002,0.2,0.0,0.0,3,1.4,13.0,24.0,0,100,4,0,M,2.2e-05,0.004045,5.378109,2.092072,100.0,2.835235,0.0,80.02297,23,70,6,41,0,1,0,100,,62.46501,21.728713,34.655484,1.238986,7.63669,3.050083,0.218635,99.76498
3.62,2.35,0.152,0.0,0.006,0.06,0.0,0.33,3,3.6,18.7,23.1,0,16,100,0,M,43.746016,16.882701,0.00138,0.00044,1.77656,64.216085,0.0,93.09724,3,0,53,0,8,6,0,100,,2.652191,82.552417,0.00138,0.00044,0.44505,81.422093,0.0,81.60311
3.76,2.45,0.203,0.06,0.0,0.19,1.16,0.0,3,0.0,55.3,60.0,4,86,5,0,AF,9.222204,0.004045,0.514658,0.00044,100.0,0.647969,0.0,107.8024,26,19,53,1,97,4,0,100,,2.2e-05,65.323809,0.00138,0.00044,0.0,2.747348,0.0,129.45245
3.69,2.38,0.239,1.24,0.0,0.47,0.0,0.0,24,28.1,0.0,2.4,4,58,7,0,AN,16.701207,0.004045,0.00138,0.00044,0.0,0.000289,0.20686,117.46758,5,5,5,0,6,0,0,100,,62.46501,94.321546,0.00138,0.00044,100.0,0.000289,0.107728,87.76445
3.62,2.55,0.146,0.0,0.007,0.0,11.5,0.59,15,23.8,1.6,31.9,0,0,0,0,AN,54.94818,11.076977,42.289808,0.00044,100.0,2.93052,0.051055,80.02297,64,33,1,67,0,0,0,100,,2.2e-05,82.640081,5.966695,0.00044,100.0,3.00469,0.184892,89.92906
3.2,2.22,0.13,0.82,0.008,0.0,0.0,0.2,9,7.1,0.0,4.8,4,20,0,0,AN,17.330991,60.748885,0.276821,7.009474,100.0,4.86897,0.0,101.04096,5,22,0,71,0,6,0,100,,2.224621,64.055296,8.181049,13.935371,100.0,0.000289,0.007475,110.55377
3.43,2.52,0.02,0.0,0.0,0.0,2.15,1.07,9,65.2,19.3,8.7,96,100,0,0,AN,2.2e-05,40.239301,0.00138,0.00044,77.76642,4.804471,4.772713,95.35433,3,0,4,4,96,0,0,100,,0.151228,94.95399,57.12141,4.809262,0.0,39.772266,0.0,80.02297
4.11,2.54,0.195,0.04,0.003,0.1,6.04,1.49,5,18.3,0.0,34.6,0,12,4,0,AN,0.155277,9.975967,0.00138,30.798908,0.0,0.000289,0.0,80.02297,0,0,8,0,2,2,0,100,,6.68743,77.925716,15.764309,7.46874,68.54801,0.000289,0.0,89.38536
3.05,2.69,0.288,0.07,0.002,2.21,0.54,0.0,3,22.8,99.0,60.0,3,7,5,0,FP,47.435095,2.929383,0.00138,0.00044,20.64876,1.660002,0.0,88.12662,29,0,2,0,13,0,0,100,,2.2e-05,13.944505,0.00138,92.555931,11.3626,0.000289,0.042149,132.55882
